"EnvelopeId","Subject","DestPath","Status","Error","Timestamp"
"c98a766b-5ab6-4bdd-a829-f5df7de6645a","Please DocuSign: Oliver+Hospitality-Monthly+Service.pdf","C:\Users\rjain\OneDrive - Technijian, Inc\Technijian Legal - Documents\FileCabinet\2021\2021-08-03_Please DocuSign_ Oliver_Hospitality-Monthly_Service.pdf_c98a766b-5ab6-4bdd-a829-f5df7de6645a","done","","2026-04-20 12:36:05"
"80f77820-2f22-4fd1-a54c-3661e6484c4c","Please DocuSign: Oliver+Hospitality-Estimate-CP-27877 (1).pdf, Oliver+Hospitality-Monthly+Servi...","C:\Users\rjain\OneDrive - Technijian, Inc\Technijian Legal - Documents\FileCabinet\2021\2021-08-03_Please DocuSign_ Oliver_Hospitality-Estimate-CP-27877 (1).pdf, Oliver_Hospitalit_80f77820-2f22-4fd1-a54c-3661e6484c4c","done","","2026-04-20 12:36:09"
"f4ba8c39-bc94-4948-92b2-0dd229d30b26","Please DocuSign: Think+AI-Monthly+Service (2).pdf","C:\Users\rjain\OneDrive - Technijian, Inc\Technijian Legal - Documents\FileCabinet\2021\2021-08-16_Please DocuSign_ Think_AI-Monthly_Service (2).pdf_f4ba8c39-bc94-4948-92b2-0dd229d30b26","done","","2026-04-20 12:36:12"
"8b141b87-287b-4f66-b125-e77f9b52399d","Please DocuSign: B2+Insurance-Monthly+Service.pdf","C:\Users\rjain\OneDrive - Technijian, Inc\Technijian Legal - Documents\FileCabinet\2021\2021-08-17_Please DocuSign_ B2_Insurance-Monthly_Service.pdf_8b141b87-287b-4f66-b125-e77f9b52399d","done","","2026-04-20 12:36:14"
"d069185b-d2de-461f-abb9-7e561218089d","Please DocuSign: Think+AI-Monthly+Service (1).pdf","C:\Users\rjain\OneDrive - Technijian, Inc\Technijian Legal - Documents\FileCabinet\2021\2021-08-18_Please DocuSign_ Think_AI-Monthly_Service (1).pdf_d069185b-d2de-461f-abb9-7e561218089d","done","","2026-04-20 12:36:17"
"3e9ffbc1-94a5-481c-a9d9-54c4083ebbc1","Please DocuSign: International+Sportsmedicine+Institute-Monthly+Service.pdf","C:\Users\rjain\OneDrive - Technijian, Inc\Technijian Legal - Documents\FileCabinet\2021\2021-08-26_Please DocuSign_ International_Sportsmedicine_Institute-Monthly_Service.pdf_3e9ffbc1-94a5-481c-a9d9-54c4083ebbc1","done","","2026-04-20 12:36:19"
"0cb97024-bbf9-4d89-afe2-24e4e9df9f23","Please DocuSign: Aleutian+Computer+Solutions-Hourly+Rate.pdf","C:\Users\rjain\OneDrive - Technijian, Inc\Technijian Legal - Documents\FileCabinet\2021\2021-09-03_Please DocuSign_ Aleutian_Computer_Solutions-Hourly_Rate.pdf_0cb97024-bbf9-4d89-afe2-24e4e9df9f23","done","","2026-04-20 12:36:22"
"59722bad-4a3a-4473-9a20-07870afd1e34","Please DocuSign: Bromic-Estimate-CP-28980.pdf","C:\Users\rjain\OneDrive - Technijian, Inc\Technijian Legal - Documents\FileCabinet\2021\2021-09-24_Please DocuSign_ Bromic-Estimate-CP-28980.pdf_59722bad-4a3a-4473-9a20-07870afd1e34","done","","2026-04-20 12:36:24"
"9c79769e-a88d-43ee-8d8a-a0521c723e53","Please DocuSign: Jag+Architecture+&+Design+Studios-Hourly+Rate.pdf","C:\Users\rjain\OneDrive - Technijian, Inc\Technijian Legal - Documents\FileCabinet\2021\2021-09-28_Please DocuSign_ Jag_Architecture___Design_Studios-Hourly_Rate.pdf_9c79769e-a88d-43ee-8d8a-a0521c723e53","done","","2026-04-20 12:36:27"
"c66255f0-e5af-4c86-bb61-3f1f24c0a406","Please DocuSign: Golden+Rain+Foundation+-+LWSB-Hourly+Rate.pdf","C:\Users\rjain\OneDrive - Technijian, Inc\Technijian Legal - Documents\FileCabinet\2021\2021-09-30_Please DocuSign_ Golden_Rain_Foundation_-_LWSB-Hourly_Rate.pdf_c66255f0-e5af-4c86-bb61-3f1f24c0a406","done","","2026-04-20 12:36:29"
